open_time,open,high,low,close,volume,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore,datetime
1678170420000.0,22433.21,22440.0,22432.0,22438.41,136.48832,1678170599999.0,3062413.5274254,6484.0,74.82981,1678986.4799626,0.0,2023-03-07 03:27:00
1678170600000.0,22438.72,22449.0,22437.59,22445.36,310.16756,1678170779999.0,6961286.0636043,9544.0,157.0866,3525637.697388,0.0,2023-03-07 03:30:00
1678170780000.0,22445.01,22446.59,22428.0,22430.68,454.69612,1678170959999.0,10200910.218968,11868.0,249.28842,5592501.6942973,0.0,2023-03-07 03:33:00
1678170960000.0,22430.1,22432.0,22408.09,22431.09,842.957,1678171139999.0,18898483.8520707,18664.0,503.727,11293131.3092859,0.0,2023-03-07 03:36:00
1678171140000.0,22430.81,22439.36,22424.78,22432.47,449.77192,1678171319999.0,10088728.6033718,12202.0,270.62792,6070321.4489872,0.0,2023-03-07 03:39:00
1678171320000.0,22432.92,22437.6,22430.02,22437.36,128.90511,1678171499999.0,2891748.2634018,7013.0,75.8565,1701723.8681192,0.0,2023-03-07 03:42:00
1678171500000.0,22437.0,22441.67,22432.29,22434.25,247.37418,1678171679999.0,5550362.5159528,9308.0,126.93281,2848072.429597,0.0,2023-03-07 03:45:00
1678171680000.0,22434.49,22443.77,22432.31,22435.18,327.00725,1678171859999.0,7337273.1709567,9401.0,164.86253,3699182.8617132,0.0,2023-03-07 03:48:00
1678171860000.0,22435.18,22439.94,22433.5,22436.03,209.10741,1678172039999.0,4691616.9459041,6788.0,106.10595,2380653.9833369,0.0,2023-03-07 03:51:00
1678172040000.0,22436.03,22441.68,22433.91,22439.61,159.29149,1678172219999.0,3574126.8829826,6743.0,86.78555,1947285.5672739,0.0,2023-03-07 03:54:00
1678172220000.0,22439.71,22444.29,22434.42,22438.52,369.36899,1678172399999.0,8288414.2328826,10565.0,178.36648,4002502.3513922,0.0,2023-03-07 03:57:00
1678172400000.0,22438.07,22441.59,22435.0,22437.92,256.82951,1678172579999.0,5762800.2400094,8108.0,127.98511,2871798.731168,0.0,2023-03-07 04:00:00
1678172580000.0,22437.68,22438.8,22427.0,22430.71,441.82825,1678172759999.0,9911659.2116128,11276.0,146.76013,3292246.056886,0.0,2023-03-07 04:03:00
1678172760000.0,22431.34,22436.5,22424.2,22427.82,305.39275,1678172939999.0,6849513.7426667,9506.0,135.95729,3049387.1306576,0.0,2023-03-07 04:06:00
1678172940000.0,22427.83,22433.68,22427.0,22430.11,154.02995,1678173119999.0,3454904.1431181,6216.0,82.12216,1842030.1051936,0.0,2023-03-07 04:09:00
1678173120000.0,22430.11,22449.99,22428.54,22447.78,467.73481,1678173299999.0,10497187.9049188,12312.0,312.02397,7002724.6129507,0.0,2023-03-07 04:12:00
1678173300000.0,22447.3,22453.9,22445.89,22448.39,231.21653,1678173479999.0,5190654.8191641,8371.0,115.10834,2584118.959892,0.0,2023-03-07 04:15:00
1678173480000.0,22448.84,22450.02,22439.31,22440.07,315.33019,1678173659999.0,7077508.0022955,9755.0,139.41725,3129276.3070684,0.0,2023-03-07 04:18:00
1678173660000.0,22440.07,22440.97,22410.24,22420.75,661.93435,1678173839999.0,14844138.9589247,17795.0,292.98921,6570423.9841347,0.0,2023-03-07 04:21:00
1678173840000.0,22421.42,22432.02,22418.09,22426.83,313.71974,1678174019999.0,7035264.2503301,10040.0,171.29511,3841404.0334305,0.0,2023-03-07 04:24:00
1678174020000.0,22426.42,22429.79,22420.01,22425.3,210.62644,1678174199999.0,4723251.0161222,8263.0,103.61886,2323669.2336735,0.0,2023-03-07 04:27:00
1678174200000.0,22425.74,22430.5,22421.26,22427.7,224.61705,1678174379999.0,5036904.7480988,7984.0,116.72786,2617596.4499776,0.0,2023-03-07 04:30:00
1678174380000.0,22427.25,22439.82,22426.69,22438.96,314.37076,1678174559999.0,7051977.675785,9985.0,182.81884,4101062.38853,0.0,2023-03-07 04:33:00
1678174560000.0,22438.67,22439.49,22430.48,22435.58,194.32366,1678174739999.0,4359613.4471253,7056.0,81.53229,1829188.9488004,0.0,2023-03-07 04:36:00
1678174740000.0,22435.58,22436.05,22423.02,22429.27,226.19695,1678174919999.0,5073468.7150635,8279.0,101.26081,2271220.3948482,0.0,2023-03-07 04:39:00
1678174920000.0,22429.27,22433.86,22426.4,22429.86,192.87292,1678175099999.0,4326017.5946395,7352.0,87.76019,1968439.4208743,0.0,2023-03-07 04:42:00
1678175100000.0,22429.86,22433.49,22426.88,22430.54,225.67781,1678175279999.0,5062034.5996547,7709.0,113.1859,2538832.7390296,0.0,2023-03-07 04:45:00
1678175280000.0,22430.53,22430.89,22415.77,22420.91,332.46242,1678175459999.0,7454508.8783096,10290.0,155.05035,3476521.5965529,0.0,2023-03-07 04:48:00
1678175460000.0,22421.4,22431.96,22420.0,22423.63,232.19534,1678175639999.0,5207063.2151093,7661.0,122.35276,2743827.2316576,0.0,2023-03-07 04:51:00
1678175640000.0,22423.63,22429.13,22421.27,22424.28,168.37838,1678175819999.0,3775898.6479849,6565.0,88.96883,1995139.483307,0.0,2023-03-07 04:54:00
1678175820000.0,22424.28,22426.28,22413.18,22419.71,412.56976,1678175999999.0,9249497.952165,9774.0,204.51472,4585194.6224342,0.0,2023-03-07 04:57:00
1678176000000.0,22420.29,22421.68,22412.32,22414.14,462.03286,1678176179999.0,10357031.209218,13554.0,197.6818,4431424.0951622,0.0,2023-03-07 05:00:00
1678176180000.0,22414.14,22416.63,22411.4,22412.59,328.44947,1678176359999.0,7361630.8276913,10226.0,141.82778,3178888.1120441,0.0,2023-03-07 05:03:00
1678176360000.0,22412.19,22418.5,22400.0,22402.69,474.45358,1678176539999.0,10631906.817719,13465.0,195.46032,4380207.5506787,0.0,2023-03-07 05:06:00
1678176540000.0,22402.69,22407.28,22395.05,22403.03,494.97149,1678176719999.0,11087917.3187264,13843.0,223.45069,5005689.8367348,0.0,2023-03-07 05:09:00
1678176720000.0,22403.53,22406.87,22398.8,22400.72,252.58015,1678176899999.0,5658623.4741742,8275.0,129.23297,2895274.973272,0.0,2023-03-07 05:12:00
1678176900000.0,22401.22,22424.0,22398.11,22419.59,444.72043,1678177079999.0,9966587.3444824,12379.0,272.08382,6097737.6828536,0.0,2023-03-07 05:15:00
1678177080000.0,22419.59,22421.59,22411.92,22414.3,263.08351,1678177259999.0,5897552.2388371,8661.0,116.76292,2617562.7792685,0.0,2023-03-07 05:18:00
1678177260000.0,22414.47,22416.42,22407.0,22414.26,247.2776,1678177439999.0,5542084.8265668,6974.0,121.98479,2734037.6992137,0.0,2023-03-07 05:21:00
1678177440000.0,22414.26,22418.61,22405.39,22406.52,268.96831,1678177619999.0,6028462.8934504,8195.0,131.15478,2939705.7276375,0.0,2023-03-07 05:24:00
1678177620000.0,22406.52,22416.92,22405.14,22412.1,255.95959,1678177799999.0,5736342.938921,7541.0,140.66206,3152429.3571888,0.0,2023-03-07 05:27:00
1678177800000.0,22412.1,22416.89,22410.56,22412.65,279.24162,1678177979999.0,6258657.1419844,9137.0,149.99548,3361896.2059447,0.0,2023-03-07 05:30:00
1678177980000.0,22412.65,22416.96,22411.16,22413.38,221.31769,1678178159999.0,4960519.9190297,7685.0,111.79061,2505677.4693504,0.0,2023-03-07 05:33:00
1678178160000.0,22413.14,22413.68,22398.36,22404.48,490.68184,1678178339999.0,10993786.7196703,12026.0,210.13467,4708094.743045,0.0,2023-03-07 05:36:00
1678178340000.0,22404.48,22409.6,22396.43,22406.27,309.89832,1678178519999.0,6942710.0644389,9590.0,158.42917,3549421.3933264,0.0,2023-03-07 05:39:00
1678178520000.0,22405.67,22413.93,22404.15,22412.5,215.33187,1678178699999.0,4825240.4040297,7452.0,112.07496,2511436.407,0.0,2023-03-07 05:42:00
1678178700000.0,22412.05,22414.49,22404.8,22405.99,313.45602,1678178879999.0,7024194.3253863,8638.0,138.82603,3110950.5588624,0.0,2023-03-07 05:45:00
1678178880000.0,22405.56,22416.65,22405.42,22414.23,270.90506,1678179059999.0,6071322.1766692,7546.0,151.14742,3387419.2720801,0.0,2023-03-07 05:48:00
1678179060000.0,22413.84,22425.26,22412.4,22420.08,481.2983,1678179239999.0,10790454.9592991,11220.0,261.75063,5868333.0760134,0.0,2023-03-07 05:51:00
1678179240000.0,22420.58,22424.72,22418.31,22422.28,207.67304,1678179419999.0,4656392.1083701,7296.0,94.63451,2121897.2438831,0.0,2023-03-07 05:54:00
1678179420000.0,22421.95,22426.65,22418.2,22420.18,411.69423,1678179599999.0,9231298.4216794,10473.0,203.0313,4552578.014029,0.0,2023-03-07 05:57:00
1678179600000.0,22420.53,22424.45,22416.72,22419.95,394.35393,1678179779999.0,8841271.2939075,9594.0,158.76967,3559660.915009,0.0,2023-03-07 06:00:00
1678179780000.0,22419.95,22422.74,22417.2,22418.52,217.46181,1678179959999.0,4875570.2934137,7718.0,104.49047,2342740.4290835,0.0,2023-03-07 06:03:00
1678179960000.0,22418.52,22424.16,22412.0,22421.05,351.13854,1678180139999.0,7871659.2281272,9809.0,175.83563,3941878.9690745,0.0,2023-03-07 06:06:00
1678180140000.0,22420.62,22426.17,22413.5,22415.56,329.72672,1678180319999.0,7392787.1833943,10082.0,161.65982,3624683.0022981,0.0,2023-03-07 06:09:00
1678180320000.0,22415.24,22417.56,22407.79,22409.37,495.83126,1678180499999.0,11112274.6904816,12212.0,221.54935,4965314.7122695,0.0,2023-03-07 06:12:00
1678180500000.0,22409.37,22415.0,22402.2,22403.06,384.38541,1678180679999.0,8613464.7439576,11418.0,179.04888,4012335.8726553,0.0,2023-03-07 06:15:00
1678180680000.0,22403.59,22407.19,22390.7,22396.63,738.99722,1678180859999.0,16551980.954856,18978.0,337.35944,7556252.6063877,0.0,2023-03-07 06:18:00
1678180860000.0,22396.63,22399.32,22385.16,22390.18,662.33866,1678181039999.0,14830675.1961794,17167.0,309.36072,6927065.0240552,0.0,2023-03-07 06:21:00
1678181040000.0,22390.18,22394.27,22368.59,22385.34,783.93244,1678181219999.0,17547299.796211,16284.0,311.22615,6966666.9571212,0.0,2023-03-07 06:24:00
1678181220000.0,22384.98,22401.11,22383.0,22385.05,622.58234,1678181399999.0,13940175.0924938,14798.0,320.01803,7165731.6315981,0.0,2023-03-07 06:27:00
1678181400000.0,22384.67,22394.0,22380.45,22388.48,455.66061,1678181579999.0,10200914.2115245,12326.0,246.40497,5516426.3753151,0.0,2023-03-07 06:30:00
1678181580000.0,22387.93,22395.88,22387.59,22391.9,401.18527,1678181759999.0,8982979.3617035,10876.0,198.17122,4437300.784211,0.0,2023-03-07 06:33:00
1678181760000.0,22391.9,22394.48,22368.12,22377.07,864.3212,1678181939999.0,19342541.4858994,18647.0,429.14865,9603705.8690698,0.0,2023-03-07 06:36:00
1678181940000.0,22377.07,22384.57,22349.32,22364.68,1123.18475,1678182119999.0,25119668.890118,24546.0,463.26137,10361307.2076441,0.0,2023-03-07 06:39:00
1678182120000.0,22363.97,22375.12,22362.74,22367.78,583.26258,1678182299999.0,13047178.3877568,16462.0,295.91387,6619512.3480266,0.0,2023-03-07 06:42:00
1678182300000.0,22368.48,22389.83,22345.49,22387.72,975.5229,1678182479999.0,21824079.5196693,21549.0,511.30512,11438994.3654907,0.0,2023-03-07 06:45:00
1678182480000.0,22388.63,22395.0,22383.03,22390.07,450.00122,1678182659999.0,10075358.2606503,12169.0,237.71581,5322404.3800468,0.0,2023-03-07 06:48:00
1678182660000.0,22390.07,22393.46,22385.07,22389.33,247.82202,1678182839999.0,5548522.5768067,8882.0,128.69607,2881442.1979824,0.0,2023-03-07 06:51:00
1678182840000.0,22389.33,22402.77,22383.16,22383.67,460.71955,1678183019999.0,10317134.3386472,11853.0,218.05712,4883202.5489137,0.0,2023-03-07 06:54:00
1678183020000.0,22383.97,22386.13,22374.75,22381.17,364.84817,1678183199999.0,8165843.7805218,10386.0,192.66494,4312172.8388065,0.0,2023-03-07 06:57:00
1678183200000.0,22381.17,22386.73,22376.84,22383.64,507.26235,1678183379999.0,11353067.0086526,12097.0,233.98861,5237049.8388007,0.0,2023-03-07 07:00:00
1678183380000.0,22383.97,22391.57,22382.02,22386.0,415.92736,1678183559999.0,9311200.8258709,10146.0,241.48795,5406172.3952063,0.0,2023-03-07 07:03:00
1678183560000.0,22386.02,22390.53,22384.13,22387.65,246.37779,1678183739999.0,5515709.5460189,7965.0,131.44104,2942612.1565964,0.0,2023-03-07 07:06:00
1678183740000.0,22387.65,22402.8,22382.52,22401.47,392.72438,1678183919999.0,8793722.086903,10462.0,223.69441,5009078.2492052,0.0,2023-03-07 07:09:00
1678183920000.0,22401.47,22417.1,22399.08,22404.82,609.94318,1678184099999.0,13666131.9159047,14821.0,314.38079,7043961.9482543,0.0,2023-03-07 07:12:00
1678184100000.0,22404.51,22408.17,22400.82,22403.48,324.20687,1678184279999.0,7263564.3252659,10221.0,173.52105,3887614.5673265,0.0,2023-03-07 07:15:00
1678184280000.0,22403.48,22415.93,22399.45,22404.23,369.23644,1678184459999.0,8273971.3191713,11684.0,178.32219,3995975.8044084,0.0,2023-03-07 07:18:00
1678184460000.0,22403.86,22415.0,22401.54,22407.85,301.6196,1678184639999.0,6758213.6813363,9389.0,157.83726,3536610.6783951,0.0,2023-03-07 07:21:00
1678184640000.0,22408.21,22420.1,22402.39,22415.11,435.34471,1678184819999.0,9757534.1277292,12027.0,241.0953,5403819.6806591,0.0,2023-03-07 07:24:00
1678184820000.0,22415.11,22432.6,22412.17,22429.46,452.81925,1678184999999.0,10151984.4504562,12060.0,232.70212,5217160.9733976,0.0,2023-03-07 07:27:00
1678185000000.0,22429.46,22431.45,22408.0,22410.34,498.97471,1678185179999.0,11186684.5918409,13052.0,235.20179,5273302.1756972,0.0,2023-03-07 07:30:00
1678185180000.0,22410.83,22415.63,22408.73,22408.92,234.91089,1678185359999.0,5264845.5278094,8548.0,118.53345,2656601.7672075,0.0,2023-03-07 07:33:00
1678185360000.0,22408.92,22413.76,22403.3,22405.93,296.08102,1678185539999.0,6634727.6450982,9349.0,147.60016,3307532.6009462,0.0,2023-03-07 07:36:00
1678185540000.0,22405.93,22408.86,22400.07,22402.78,305.02107,1678185719999.0,6833391.0654352,9283.0,157.91226,3537737.5761197,0.0,2023-03-07 07:39:00
1678185720000.0,22402.72,22403.95,22393.03,22398.04,379.58292,1678185899999.0,8502340.423982,11563.0,190.97896,4277847.6981399,0.0,2023-03-07 07:42:00
1678185900000.0,22398.63,22400.15,22386.86,22391.58,367.59387,1678186079999.0,8231073.0526477,11472.0,155.79702,3488590.7521984,0.0,2023-03-07 07:45:00
1678186080000.0,22391.9,22404.38,22386.84,22388.24,439.54706,1678186259999.0,9843116.0457663,12640.0,215.14817,4818110.3047457,0.0,2023-03-07 07:48:00
1678186260000.0,22388.24,22389.53,22374.25,22385.82,697.11777,1678186439999.0,15602483.4391584,17560.0,300.58715,6727756.6607789,0.0,2023-03-07 07:51:00
1678186440000.0,22386.19,22388.89,22367.3,22373.44,837.96436,1678186619999.0,18750413.5818459,20619.0,384.22372,8597713.9978262,0.0,2023-03-07 07:54:00
1678186620000.0,22372.84,22380.91,22370.43,22372.85,425.15958,1678186799999.0,9512633.1148505,12401.0,188.12851,4209350.8333478,0.0,2023-03-07 07:57:00
1678186800000.0,22372.85,22384.92,22368.54,22381.69,614.19667,1678186979999.0,13743051.2306754,15993.0,328.94694,7360799.7101081,0.0,2023-03-07 08:00:00
1678186980000.0,22382.04,22385.22,22374.26,22382.78,393.67366,1678187159999.0,8810778.7794514,11450.0,195.00612,4364511.3291199,0.0,2023-03-07 08:03:00
1678187160000.0,22382.78,22394.14,22381.53,22386.68,363.52489,1678187339999.0,8138620.7792265,9614.0,200.71998,4493754.0398303,0.0,2023-03-07 08:06:00
1678187340000.0,22386.71,22388.62,22373.34,22378.25,343.35558,1678187519999.0,7684678.4117983,10370.0,155.00662,3469202.7791699,0.0,2023-03-07 08:09:00
1678187520000.0,22378.25,22398.11,22373.78,22391.06,371.85532,1678187699999.0,8324284.5109494,10816.0,200.11055,4479755.0950491,0.0,2023-03-07 08:12:00
